"NFGOVCOFOG_FUNCTION","Government function","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutional sector","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"F02_3","02.3 Foreign military aid","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2017","2017",16.7,,
"F02_3","02.3 Foreign military aid","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2017","2017",16.7,,
"F02_3","02.3 Foreign military aid","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2017","2017",163,,
"F02_3","02.3 Foreign military aid","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2017","2017",163,,
"F02_3","02.3 Foreign military aid","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","TOT","Total government expenditure","S1300","General government","A","Annual","2017","2017",21.5,,
"F02_4","02.4 R&D Defence","TOT","Total government expenditure","S1311","Federal government","A","Annual","2017","2017",21.5,,
"F02_4","02.4 R&D Defence","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","TOT","Total government expenditure","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2017","2017",0.4,,
"F02_4","02.4 R&D Defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2017","2017",0.4,,
"F02_4","02.4 R&D Defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2017","2017",18,,
"F02_4","02.4 R&D Defence","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2017","2017",18,,
"F02_4","02.4 R&D Defence","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D3","Subsidies (D.3)","S1300","General government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D4","Property income paid (D.4)","S1300","General government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2017","2017",3.1,,
"F02_4","02.4 R&D Defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2017","2017",3.1,,
"F02_4","02.4 R&D Defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2017","2017",21.1,,
"F02_4","02.4 R&D Defence","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2017","2017",21.1,,
"F02_4","02.4 R&D Defence","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","TOT","Total government expenditure","S1300","General government","A","Annual","2017","2017",0.2,,
"F02_5","02.5 Defence n.e.c.","TOT","Total government expenditure","S1311","Federal government","A","Annual","2017","2017",0.2,,
"F02_5","02.5 Defence n.e.c.","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","TOT","Total government expenditure","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D3","Subsidies (D.3)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D4","Property income paid (D.4)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2017","2017",0.2,,
"F02_5","02.5 Defence n.e.c.","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2017","2017",0.2,,
"F02_5","02.5 Defence n.e.c.","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","TOT","Total government expenditure","S1300","General government","A","Annual","2017","2017",7536.5,,
"F03","03 Public order and safety","TOT","Total government expenditure","S1311","Federal government","A","Annual","2017","2017",4940.1,,
"F03","03 Public order and safety","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",181.9,,
"F03","03 Public order and safety","TOT","Total government expenditure","S1313","Local government","A","Annual","2017","2017",3824.8,,
"F03","03 Public order and safety","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2017","2017",297.1,,
"F03","03 Public order and safety","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2017","2017",86.2,,
"F03","03 Public order and safety","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",2.1,,
"F03","03 Public order and safety","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2017","2017",208.7,,
"F03","03 Public order and safety","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2017","2017",6053,,
"F03","03 Public order and safety","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2017","2017",2837.2,,
"F03","03 Public order and safety","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",89.2,,
"F03","03 Public order and safety","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2017","2017",3126.6,,
"F03","03 Public order and safety","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D3","Subsidies (D.3)","S1300","General government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D4","Property income paid (D.4)","S1300","General government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2017","2017",1025.6,,
"F03","03 Public order and safety","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2017","2017",587.1,,
"F03","03 Public order and safety","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",11.3,,
"F03","03 Public order and safety","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2017","2017",427.2,,
"F03","03 Public order and safety","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2017","2017",136.3,,
"F03","03 Public order and safety","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2017","2017",1427.7,,
"F03","03 Public order and safety","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",71.3,,
"F03","03 Public order and safety","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2017","2017",39.7,,
"F03","03 Public order and safety","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2017","2017",24.5,,
"F03","03 Public order and safety","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2017","2017",1.9,,
"F03","03 Public order and safety","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",7.9,,
"F03","03 Public order and safety","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2017","2017",22.5,,
"F03","03 Public order and safety","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2017","2017",7010.4,,
"F03","03 Public order and safety","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2017","2017",3414.6,,
"F03","03 Public order and safety","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",99.4,,
"F03","03 Public order and safety","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2017","2017",3496.3,,
"F03","03 Public order and safety","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","TOT","Total government expenditure","S1300","General government","A","Annual","2017","2017",4472.9,,
"F03_1","03.1 Police services","TOT","Total government expenditure","S1311","Federal government","A","Annual","2017","2017",2525.7,,
"F03_1","03.1 Police services","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",69.5,,
"F03_1","03.1 Police services","TOT","Total government expenditure","S1313","Local government","A","Annual","2017","2017",3019.4,,
"F03_1","03.1 Police services","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2017","2017",168.7,,
"F03_1","03.1 Police services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2017","2017",41.9,,
"F03_1","03.1 Police services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2017","2017",126.8,,
"F03_1","03.1 Police services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2017","2017",3722.6,,
"F03_1","03.1 Police services","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2017","2017",1173.8,,
"F03_1","03.1 Police services","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2017","2017",2548.8,,
"F03_1","03.1 Police services","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D3","Subsidies (D.3)","S1300","General government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D4","Property income paid (D.4)","S1300","General government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2017","2017",541.9,,
"F03_1","03.1 Police services","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2017","2017",232.6,,
"F03_1","03.1 Police services","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2017","2017",309.3,,
