"NFGOV_GOVTYPE","Government type","NFGOV_ITEM","Item","NFGOV_UNIT","Unit","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"S1311","Federal government","1OT","Other current transfers","E","Millions of euro","A","Annual","2017","2017",688.5,,
"S1311","Federal government","1OT","Other current transfers","E","Millions of euro","A","Annual","2018","2018",731,,
"S1311","Federal government","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2014","2014",804.7,,
"S1311","Federal government","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2015","2015",702.2,,
"S1311","Federal government","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2016","2016",728.5,,
"S1311","Federal government","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2017","2017",688.5,,
"S1311","Federal government","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2018","2018",731,,
"S1311","Federal government","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2014","2014",0,,
"S1311","Federal government","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2015","2015",34.6,,
"S1311","Federal government","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2016","2016",0,,
"S1311","Federal government","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2017","2017",0,,
"S1311","Federal government","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2018","2018",0,,
"S1311","Federal government","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2014","2014",50089.1,,
"S1311","Federal government","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2015","2015",38929.5,,
"S1311","Federal government","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2016","2016",39556.9,,
"S1311","Federal government","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2017","2017",44014.7,,
"S1311","Federal government","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2018","2018",46246.4,,
"S1311","Federal government","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2014","2014",24075.5,,
"S1311","Federal government","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2015","2015",28198.9,,
"S1311","Federal government","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2016","2016",34024.6,,
"S1311","Federal government","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2017","2017",32881.6,,
"S1311","Federal government","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2018","2018",32643.3,,
"S1311","Federal government","INT_C","Interest charges","E","Millions of euro","A","Annual","2014","2014",11772.1,,
"S1311","Federal government","INT_C","Interest charges","E","Millions of euro","A","Annual","2015","2015",10894.1,,
"S1311","Federal government","INT_C","Interest charges","E","Millions of euro","A","Annual","2016","2016",10574.4,,
"S1311","Federal government","INT_C","Interest charges","E","Millions of euro","A","Annual","2017","2017",9545.8,,
"S1311","Federal government","INT_C","Interest charges","E","Millions of euro","A","Annual","2018","2018",8873.5,,
"S1311","Federal government","KEX","Capital expenditure","E","Millions of euro","A","Annual","2014","2014",4475.6,,
"S1311","Federal government","KEX","Capital expenditure","E","Millions of euro","A","Annual","2015","2015",3238.1,,
"S1311","Federal government","KEX","Capital expenditure","E","Millions of euro","A","Annual","2016","2016",3429.4,,
"S1311","Federal government","KEX","Capital expenditure","E","Millions of euro","A","Annual","2017","2017",3125.4,,
"S1311","Federal government","KEX","Capital expenditure","E","Millions of euro","A","Annual","2018","2018",3011.3,,
"S1311","Federal government","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2014","2014",1024.6,,
"S1311","Federal government","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2015","2015",948.3,,
"S1311","Federal government","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2016","2016",953.3,,
"S1311","Federal government","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2017","2017",989.6,,
"S1311","Federal government","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2018","2018",1024.7,,
"S1311","Federal government","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2014","2014",3374.7,,
"S1311","Federal government","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2015","2015",2222.1,,
"S1311","Federal government","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2016","2016",2374.7,,
"S1311","Federal government","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2017","2017",2067.1,,
"S1311","Federal government","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2018","2018",1853.5,,
"S1311","Federal government","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2014","2014",-75.9,,
"S1311","Federal government","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2015","2015",-48,,
"S1311","Federal government","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2016","2016",37.2,,
"S1311","Federal government","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2017","2017",-0.3,,
"S1311","Federal government","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2018","2018",24.3,,
"S1311","Federal government","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2014","2014",3450.6,,
"S1311","Federal government","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2015","2015",2270.1,,
"S1311","Federal government","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2016","2016",2337.5,,
"S1311","Federal government","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2017","2017",2067.4,,
"S1311","Federal government","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2018","2018",1829.2,,
"S1311","Federal government","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2014","2014",76.3,,
"S1311","Federal government","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2015","2015",67.7,,
"S1311","Federal government","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2016","2016",101.4,,
"S1311","Federal government","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2017","2017",68.7,,
"S1311","Federal government","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2018","2018",133.1,,
"S1311","Federal government","GSV","Gross saving","E","Millions of euro","A","Annual","2014","2014",-6598.3,,
"S1311","Federal government","GSV","Gross saving","E","Millions of euro","A","Annual","2015","2015",-2701.5,,
"S1311","Federal government","GSV","Gross saving","E","Millions of euro","A","Annual","2016","2016",-8403.8,,
"S1311","Federal government","GSV","Gross saving","E","Millions of euro","A","Annual","2017","2017",-3263.4,,
"S1311","Federal government","GSV","Gross saving","E","Millions of euro","A","Annual","2018","2018",54.8,,
"S1311","Federal government","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2014","2014",-10209,,
"S1311","Federal government","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2015","2015",-5339,,
"S1311","Federal government","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2016","2016",-10973,,
"S1311","Federal government","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2017","2017",-5624,,
"S1311","Federal government","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2018","2018",-748,,
"S1312","Communities and regions","TOR","Receipts","E","Millions of euro","A","Annual","2014","2014",63250.5,,
"S1312","Communities and regions","TOR","Receipts","E","Millions of euro","A","Annual","2015","2015",73864.1,,
"S1312","Communities and regions","TOR","Receipts","E","Millions of euro","A","Annual","2016","2016",82319.6,,
"S1312","Communities and regions","TOR","Receipts","E","Millions of euro","A","Annual","2017","2017",85625,,
"S1312","Communities and regions","TOR","Receipts","E","Millions of euro","A","Annual","2018","2018",87574.5,,
"S1312","Communities and regions","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2014","2014",9632.3,,
"S1312","Communities and regions","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2015","2015",14236.4,,
"S1312","Communities and regions","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2016","2016",20225.7,,
"S1312","Communities and regions","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2017","2017",21311,,
"S1312","Communities and regions","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2018","2018",20997.9,,
"S1312","Communities and regions","DTX","Direct taxes","E","Millions of euro","A","Annual","2014","2014",1159.1,,
"S1312","Communities and regions","DTX","Direct taxes","E","Millions of euro","A","Annual","2015","2015",5617.3,,
"S1312","Communities and regions","DTX","Direct taxes","E","Millions of euro","A","Annual","2016","2016",11055.2,,
"S1312","Communities and regions","DTX","Direct taxes","E","Millions of euro","A","Annual","2017","2017",11392.8,,
"S1312","Communities and regions","DTX","Direct taxes","E","Millions of euro","A","Annual","2018","2018",10857.3,,
"S1312","Communities and regions","DTX_I","Households","E","Millions of euro","A","Annual","2014","2014",1159.1,,
"S1312","Communities and regions","DTX_I","Households","E","Millions of euro","A","Annual","2015","2015",5617.3,,
"S1312","Communities and regions","DTX_I","Households","E","Millions of euro","A","Annual","2016","2016",11055.2,,
"S1312","Communities and regions","DTX_I","Households","E","Millions of euro","A","Annual","2017","2017",11392.8,,
"S1312","Communities and regions","DTX_I","Households","E","Millions of euro","A","Annual","2018","2018",10857.3,,
"S1312","Communities and regions","DTX_C","Corporations","E","Millions of euro","A","Annual","2014","2014",0,,
"S1312","Communities and regions","DTX_C","Corporations","E","Millions of euro","A","Annual","2015","2015",0,,
"S1312","Communities and regions","DTX_C","Corporations","E","Millions of euro","A","Annual","2016","2016",0,,
"S1312","Communities and regions","DTX_C","Corporations","E","Millions of euro","A","Annual","2017","2017",0,,
"S1312","Communities and regions","DTX_C","Corporations","E","Millions of euro","A","Annual","2018","2018",0,,
"S1312","Communities and regions","DTX_O","Other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"S1312","Communities and regions","DTX_O","Other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"S1312","Communities and regions","DTX_O","Other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"S1312","Communities and regions","DTX_O","Other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"S1312","Communities and regions","DTX_O","Other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"S1312","Communities and regions","ITX","Indirect taxes","E","Millions of euro","A","Annual","2014","2014",5365.9,,
"S1312","Communities and regions","ITX","Indirect taxes","E","Millions of euro","A","Annual","2015","2015",5532.9,,
"S1312","Communities and regions","ITX","Indirect taxes","E","Millions of euro","A","Annual","2016","2016",6014.2,,
"S1312","Communities and regions","ITX","Indirect taxes","E","Millions of euro","A","Annual","2017","2017",6557.9,,
"S1312","Communities and regions","ITX","Indirect taxes","E","Millions of euro","A","Annual","2018","2018",6635.5,,
"S1312","Communities and regions","SCA","Actual social contributions","E","Millions of euro","A","Annual","2014","2014",12.1,,
"S1312","Communities and regions","SCA","Actual social contributions","E","Millions of euro","A","Annual","2015","2015",10.8,,
"S1312","Communities and regions","SCA","Actual social contributions","E","Millions of euro","A","Annual","2016","2016",224.6,,
"S1312","Communities and regions","SCA","Actual social contributions","E","Millions of euro","A","Annual","2017","2017",229.8,,
"S1312","Communities and regions","SCA","Actual social contributions","E","Millions of euro","A","Annual","2018","2018",254.7,,
"S1312","Communities and regions","KTX","Taxes on capital","E","Millions of euro","A","Annual","2014","2014",3095.2,,
"S1312","Communities and regions","KTX","Taxes on capital","E","Millions of euro","A","Annual","2015","2015",3075.4,,
"S1312","Communities and regions","KTX","Taxes on capital","E","Millions of euro","A","Annual","2016","2016",2931.7,,
"S1312","Communities and regions","KTX","Taxes on capital","E","Millions of euro","A","Annual","2017","2017",3130.5,,
"S1312","Communities and regions","KTX","Taxes on capital","E","Millions of euro","A","Annual","2018","2018",3250.4,,
"S1312","Communities and regions","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2014","2014",12931.7,,
"S1312","Communities and regions","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2015","2015",13222.3,,
"S1312","Communities and regions","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2016","2016",14074.5,,
"S1312","Communities and regions","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2017","2017",14973.6,,
"S1312","Communities and regions","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2018","2018",15650.4,,
"S1312","Communities and regions","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2014","2014",5582.5,,
"S1312","Communities and regions","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2015","2015",5424.3,,
"S1312","Communities and regions","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2016","2016",5629.1,,
"S1312","Communities and regions","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2017","2017",5889,,
"S1312","Communities and regions","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2018","2018",6042.5,,
"S1312","Communities and regions","INT_R","Received interests","E","Millions of euro","A","Annual","2014","2014",796.9,,
"S1312","Communities and regions","INT_R","Received interests","E","Millions of euro","A","Annual","2015","2015",791.8,,
"S1312","Communities and regions","INT_R","Received interests","E","Millions of euro","A","Annual","2016","2016",826.3,,
"S1312","Communities and regions","INT_R","Received interests","E","Millions of euro","A","Annual","2017","2017",819.8,,
"S1312","Communities and regions","INT_R","Received interests","E","Millions of euro","A","Annual","2018","2018",832.7,,
"S1312","Communities and regions","OPI","Other property income","E","Millions of euro","A","Annual","2014","2014",155.7,,
"S1312","Communities and regions","OPI","Other property income","E","Millions of euro","A","Annual","2015","2015",371.2,,
"S1312","Communities and regions","OPI","Other property income","E","Millions of euro","A","Annual","2016","2016",271.8,,
"S1312","Communities and regions","OPI","Other property income","E","Millions of euro","A","Annual","2017","2017",267,,
"S1312","Communities and regions","OPI","Other property income","E","Millions of euro","A","Annual","2018","2018",279.5,,
"S1312","Communities and regions","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2014","2014",971.9,,
"S1312","Communities and regions","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2015","2015",1205.2,,
"S1312","Communities and regions","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2016","2016",1226,,
"S1312","Communities and regions","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2017","2017",1318.8,,
"S1312","Communities and regions","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2018","2018",1473.8,,
"S1312","Communities and regions","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2014","2014",5325.4,,
"S1312","Communities and regions","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2015","2015",5344.2,,
"S1312","Communities and regions","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2016","2016",5984.9,,
"S1312","Communities and regions","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2017","2017",6557.4,,
"S1312","Communities and regions","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2018","2018",6863.2,,
"S1312","Communities and regions","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2014","2014",99.3,,
"S1312","Communities and regions","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2015","2015",85.6,,
"S1312","Communities and regions","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2016","2016",136.4,,
"S1312","Communities and regions","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2017","2017",121.6,,
"S1312","Communities and regions","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2018","2018",158.7,,
"S1312","Communities and regions","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2014","2014",33985.8,,
"S1312","Communities and regions","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2015","2015",29384.3,,
"S1312","Communities and regions","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2016","2016",29477.9,,
"S1312","Communities and regions","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2017","2017",30180.2,,
"S1312","Communities and regions","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2018","2018",31246.4,,
"S1312","Communities and regions","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",6700.7,,
"S1312","Communities and regions","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",17021.1,,
"S1312","Communities and regions","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",18541.5,,
"S1312","Communities and regions","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",19160.2,,
"S1312","Communities and regions","1CT_F","Other current and capital transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",19679.8,,
"S1312","Communities and regions","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",6631.7,,
"S1312","Communities and regions","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",16970.5,,
"S1312","Communities and regions","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",18453.9,,
"S1312","Communities and regions","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",19098.2,,
"S1312","Communities and regions","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",19560.7,,
"S1312","Communities and regions","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",69,,
"S1312","Communities and regions","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",50.6,,
"S1312","Communities and regions","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",87.6,,
"S1312","Communities and regions","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",62,,
"S1312","Communities and regions","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",119.1,,
"S1312","Communities and regions","TOE","Expenditure","E","Millions of euro","A","Annual","2014","2014",64681.1,,
"S1312","Communities and regions","TOE","Expenditure","E","Millions of euro","A","Annual","2015","2015",79586,,
"S1312","Communities and regions","TOE","Expenditure","E","Millions of euro","A","Annual","2016","2016",82204.2,,
"S1312","Communities and regions","TOE","Expenditure","E","Millions of euro","A","Annual","2017","2017",85206.6,,
"S1312","Communities and regions","TOE","Expenditure","E","Millions of euro","A","Annual","2018","2018",89670.8,,
"S1312","Communities and regions","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2014","2014",55104.2,,
"S1312","Communities and regions","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2015","2015",70163.1,,
"S1312","Communities and regions","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2016","2016",72421.6,,
"S1312","Communities and regions","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2017","2017",75638.5,,
"S1312","Communities and regions","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2018","2018",77904.1,,
"S1312","Communities and regions","COE","Compensation of employees","E","Millions of euro","A","Annual","2014","2014",23112.7,,
"S1312","Communities and regions","COE","Compensation of employees","E","Millions of euro","A","Annual","2015","2015",23771.9,,
"S1312","Communities and regions","COE","Compensation of employees","E","Millions of euro","A","Annual","2016","2016",24362.7,,
"S1312","Communities and regions","COE","Compensation of employees","E","Millions of euro","A","Annual","2017","2017",25479.2,,
"S1312","Communities and regions","COE","Compensation of employees","E","Millions of euro","A","Annual","2018","2018",26154.6,,
"S1312","Communities and regions","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2014","2014",8078.1,,
"S1312","Communities and regions","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2015","2015",8000.5,,
"S1312","Communities and regions","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2016","2016",7955.9,,
"S1312","Communities and regions","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2017","2017",8424,,
"S1312","Communities and regions","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2018","2018",8992.8,,
"S1312","Communities and regions","1SB","Social benefits","E","Millions of euro","A","Annual","2014","2014",9900.6,,
"S1312","Communities and regions","1SB","Social benefits","E","Millions of euro","A","Annual","2015","2015",20432.2,,
"S1312","Communities and regions","1SB","Social benefits","E","Millions of euro","A","Annual","2016","2016",21473,,
"S1312","Communities and regions","1SB","Social benefits","E","Millions of euro","A","Annual","2017","2017",22232.1,,
"S1312","Communities and regions","1SB","Social benefits","E","Millions of euro","A","Annual","2018","2018",23191.4,,
"S1312","Communities and regions","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2014","2014",6268,,
"S1312","Communities and regions","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2015","2015",13155.7,,
"S1312","Communities and regions","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2016","2016",13767.3,,
"S1312","Communities and regions","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2017","2017",14237.2,,
"S1312","Communities and regions","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2018","2018",14762,,
"S1312","Communities and regions","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2014","2014",3632.6,,
"S1312","Communities and regions","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2015","2015",7276.5,,
"S1312","Communities and regions","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2016","2016",7705.7,,
"S1312","Communities and regions","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2017","2017",7994.9,,
"S1312","Communities and regions","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2018","2018",8429.4,,
"S1312","Communities and regions","CTE","Subsidies","E","Millions of euro","A","Annual","2014","2014",3250.5,,
"S1312","Communities and regions","CTE","Subsidies","E","Millions of euro","A","Annual","2015","2015",6633.2,,
"S1312","Communities and regions","CTE","Subsidies","E","Millions of euro","A","Annual","2016","2016",7033.4,,
"S1312","Communities and regions","CTE","Subsidies","E","Millions of euro","A","Annual","2017","2017",7545.4,,
"S1312","Communities and regions","CTE","Subsidies","E","Millions of euro","A","Annual","2018","2018",7241,,
"S1312","Communities and regions","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2014","2014",61.3,,
"S1312","Communities and regions","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2015","2015",71.3,,
"S1312","Communities and regions","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2016","2016",84.1,,
"S1312","Communities and regions","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2017","2017",82.9,,
"S1312","Communities and regions","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2018","2018",83,,
"S1312","Communities and regions","1OT","Other current transfers","E","Millions of euro","A","Annual","2014","2014",1370.8,,
"S1312","Communities and regions","1OT","Other current transfers","E","Millions of euro","A","Annual","2015","2015",1394.8,,
"S1312","Communities and regions","1OT","Other current transfers","E","Millions of euro","A","Annual","2016","2016",1664.5,,
"S1312","Communities and regions","1OT","Other current transfers","E","Millions of euro","A","Annual","2017","2017",1594,,
"S1312","Communities and regions","1OT","Other current transfers","E","Millions of euro","A","Annual","2018","2018",1527.8,,
"S1312","Communities and regions","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2014","2014",1236.9,,
"S1312","Communities and regions","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2015","2015",1259.3,,
"S1312","Communities and regions","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2016","2016",1530.9,,
"S1312","Communities and regions","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2017","2017",1463.9,,
"S1312","Communities and regions","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2018","2018",1395.1,,
"S1312","Communities and regions","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2014","2014",133.9,,
"S1312","Communities and regions","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2015","2015",135.5,,
"S1312","Communities and regions","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2016","2016",133.6,,
"S1312","Communities and regions","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2017","2017",130.1,,
"S1312","Communities and regions","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2018","2018",132.7,,
"S1312","Communities and regions","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2014","2014",0,,
"S1312","Communities and regions","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2015","2015",0,,
"S1312","Communities and regions","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2016","2016",0,,
"S1312","Communities and regions","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2017","2017",0,,
"S1312","Communities and regions","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2018","2018",0,,
"S1312","Communities and regions","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2014","2014",9330.2,,
"S1312","Communities and regions","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2015","2015",9859.2,,
"S1312","Communities and regions","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2016","2016",9848,,
"S1312","Communities and regions","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2017","2017",10280.9,,
"S1312","Communities and regions","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2018","2018",10713.5,,
"S1312","Communities and regions","INT_C","Interest charges","E","Millions of euro","A","Annual","2014","2014",1121.2,,
"S1312","Communities and regions","INT_C","Interest charges","E","Millions of euro","A","Annual","2015","2015",1259.5,,
"S1312","Communities and regions","INT_C","Interest charges","E","Millions of euro","A","Annual","2016","2016",1417.5,,
"S1312","Communities and regions","INT_C","Interest charges","E","Millions of euro","A","Annual","2017","2017",1314.4,,
"S1312","Communities and regions","INT_C","Interest charges","E","Millions of euro","A","Annual","2018","2018",1302.2,,
"S1312","Communities and regions","KEX","Capital expenditure","E","Millions of euro","A","Annual","2014","2014",8455.7,,
"S1312","Communities and regions","KEX","Capital expenditure","E","Millions of euro","A","Annual","2015","2015",8163.4,,
"S1312","Communities and regions","KEX","Capital expenditure","E","Millions of euro","A","Annual","2016","2016",8365.1,,
"S1312","Communities and regions","KEX","Capital expenditure","E","Millions of euro","A","Annual","2017","2017",8253.7,,
"S1312","Communities and regions","KEX","Capital expenditure","E","Millions of euro","A","Annual","2018","2018",10464.5,,
"S1312","Communities and regions","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2014","2014",5343.3,,
"S1312","Communities and regions","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2015","2015",5545.4,,
"S1312","Communities and regions","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2016","2016",5674,,
"S1312","Communities and regions","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2017","2017",5602.9,,
"S1312","Communities and regions","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2018","2018",6091.8,,
"S1312","Communities and regions","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2014","2014",2207.6,,
"S1312","Communities and regions","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2015","2015",1717.6,,
"S1312","Communities and regions","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2016","2016",1943.8,,
"S1312","Communities and regions","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2017","2017",1859.7,,
"S1312","Communities and regions","1CA","Other capital expenditure","E","Millions of euro","A","Annual","2018","2018",1960.9,,
